iter	Logloss	Accuracy
881	0.2463132221	0.9713425059
882	0.2460857212	0.9712610926
883	0.2458122425	0.9714239192
884	0.2456195259	0.9717495726
885	0.2454250302	0.9715867459
886	0.245130601	0.9716681592
887	0.2449994955	0.9718309859
888	0.2447668646	0.9718309859
889	0.2445316954	0.9719123993
890	0.2442754729	0.9722380526
891	0.2440855497	0.9725637059
892	0.2438459188	0.9728079459
893	0.2437576826	0.9728079459
894	0.2435536283	0.9728079459
895	0.2433086939	0.9728079459
896	0.2430269171	0.9730521859
897	0.2427998677	0.9726451193
898	0.2426643509	0.9724822926
899	0.2425171664	0.9726451193
900	0.2423427158	0.9729707726
901	0.2421389138	0.9729707726
902	0.2419383219	0.9728893593
903	0.2417812376	0.9730521859
904	0.2415894618	0.9730521859
905	0.2413811507	0.9731335993
906	0.2411651531	0.9731335993
907	0.2408824168	0.9732150126
908	0.2405804608	0.973296426
909	0.2402265187	0.9733778393
910	0.23991286	0.973540666
911	0.23979893	0.973540666
912	0.2395452409	0.9739477326
913	0.2393084796	0.9737034926
914	0.2391776091	0.973784906
915	0.2388985656	0.9739477326
916	0.2386123618	0.9741105593
917	0.238441434	0.974029146
918	0.23829054	0.974029146
919	0.2380421168	0.9741919726
920	0.2378813688	0.9745990393
921	0.2375953168	0.974761866
922	0.2374274159	0.974761866
923	0.2372390538	0.9749246927
924	0.2370296745	0.9753317593
925	0.2368913437	0.9754131727
926	0.2366969255	0.9753317593
927	0.2365131224	0.975494586
928	0.2363294452	0.9756574127
929	0.2361659079	0.975494586
930	0.2359752899	0.975738826
931	0.2357442321	0.9759016527
932	0.2354239441	0.975983066
933	0.2351830693	0.9758202394
934	0.2349915853	0.9761458927
935	0.2347331212	0.976471546
936	0.2345787535	0.9763901327
937	0.23436098	0.9763087194
938	0.234133323	0.976471546
939	0.2339563906	0.976471546
940	0.2337397088	0.976471546
941	0.2335507991	0.9763087194
942	0.2334195563	0.976471546
943	0.2332196345	0.976715786
944	0.2330879148	0.9766343727
945	0.232926734	0.9767971994
946	0.2327328437	0.9769600261
947	0.2325965157	0.9769600261
948	0.2323725187	0.9769600261
949	0.2321322153	0.9770414394
950	0.2319185882	0.9770414394
951	0.2317329617	0.9772042661
952	0.2315348102	0.9773670927
953	0.2314202232	0.9774485061
954	0.2311276898	0.9775299194
955	0.2309376148	0.9776927461
956	0.2307101268	0.9775299194
957	0.2304928925	0.9776113327
958	0.2303654578	0.9776113327
959	0.2302496523	0.9777741594
960	0.2301004136	0.9779369861
961	0.2298990462	0.9778555727
962	0.2296488416	0.9777741594
963	0.2293808344	0.9778555727
964	0.2291905124	0.9780998127
965	0.2290358398	0.9783440528
966	0.2288432692	0.9785068794
967	0.2286389021	0.9785068794
968	0.2284282907	0.9785068794
969	0.2282391594	0.9785882928
970	0.2280664092	0.9787511194
971	0.2278416213	0.9789139461
972	0.2276245541	0.9789953594
973	0.2274267827	0.9791581861
974	0.2272320733	0.9791581861
975	0.2270356218	0.9789953594
976	0.2268558896	0.9794838395
977	0.2265802013	0.9796466661
978	0.2264368184	0.9799723195
979	0.2262221119	0.9798094928
980	0.2259476892	0.9798909061
981	0.2258214779	0.9799723195
982	0.2256302838	0.9798909061
983	0.2255518789	0.9798909061
984	0.2253183858	0.9799723195
985	0.2252247194	0.9799723195
986	0.2250222279	0.9799723195
987	0.2248353001	0.9798909061
988	0.2246494571	0.9798909061
989	0.2244088398	0.9798094928
990	0.2242015126	0.9803793861
991	0.2239585735	0.9807864528
992	0.2237698838	0.9811121062
993	0.2235504034	0.9812749328
994	0.2233427034	0.9812749328
995	0.2231763008	0.9811935195
996	0.222959259	0.9814377595
997	0.2227868496	0.9815191728
998	0.2225807267	0.9814377595
999	0.2224387325	0.9813563462
